## ENSEMBL VARIANT EFFECT PREDICTOR v105.0
## Output produced at 2023-02-09 15:03:05
## Using cache in /home/hjb_xxf/ssd_1/homo_sapiens/105_GRCh38
## Using API version 105, DB version ?
## ensembl version 105.f357e33
## ensembl-funcgen version 105.660df8f
## ensembl-variation version 105.ac8178e
## ensembl-io version 105.2a0a40c
## ClinVar version 202201
## gnomADe version r2.1.1
## assembly version GRCh38.p13
## gnomADg version v3.1.2
## dbSNP version 154
## COSMIC version 95
## HGMD-PUBLIC version 20204
## sift version sift5.2.2
## polyphen version 2.2.2
## 1000genomes version phase3
## regbuild version 1.0
## gencode version GENCODE 41
## genebuild version 2014-07
## Column descriptions:
## Uploaded_variation : Identifier of uploaded variant
## Location : Location of variant in standard coordinate format (chr:start or chr:start-end)
## Allele : The variant allele used to calculate the consequence
## Gene : Stable ID of affected gene
## Feature : Stable ID of feature
## Feature_type : Type of feature - Transcript, RegulatoryFeature or MotifFeature
## Consequence : Consequence type
## cDNA_position : Relative position of base pair in cDNA sequence
## CDS_position : Relative position of base pair in coding sequence
## Protein_position : Relative position of amino acid in protein
## Amino_acids : Reference and variant amino acids
## Codons : Reference and variant codon sequence
## Existing_variation : Identifier(s) of co-located known variants
## Extra column keys:
## IMPACT : Subjective impact classification of consequence type
## DISTANCE : Shortest distance from variant to transcript
## STRAND : Strand of the feature (1/-1)
## FLAGS : Transcript quality flags
#Uploaded_variation	Location	Allele	Gene	Feature	Feature_type	Consequence	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	Extra
chr8_97771372_insertion	chr8:97771372	insertion	ENSG00000104341	ENST00000521545	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=4416;STRAND=1
chr8_99379563_insertion	chr8:99379563	insertion	ENSG00000132549	ENST00000357162	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr8_100641646_insertion	chr8:100641646	insertion	ENSG00000174226	ENST00000311812	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr8_101509332_insertion	chr8:101509332	insertion	ENSG00000083307	ENST00000646743	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr8_101624549_insertion	chr8:101624549	insertion	ENSG00000083307	ENST00000646743	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr8_101624563_insertion	chr8:101624563	insertion	ENSG00000083307	ENST00000646743	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr8_102982544_insertion	chr8:102982544	insertion	ENSG00000253320	ENST00000659614	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr8_104651783_insertion	chr8:104651783	insertion	ENSG00000169946	ENST00000521923	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr8_104717562_insertion	chr8:104717562	insertion	ENSG00000169946	ENST00000521923	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr8_105534126_insertion	chr8:105534126	insertion	ENSG00000169946	ENST00000407775	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr8_105534196_insertion	chr8:105534196	insertion	ENSG00000169946	ENST00000407775	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr8_107110880_insertion	chr8:107110880	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr8_108947071_insertion	chr8:108947071	insertion	ENSG00000253796	ENST00000522244	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr8_109059522_insertion	chr8:109059522	insertion	ENSG00000253796	ENST00000522244	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr8_109089248_insertion	chr8:109089248	insertion	ENSG00000174417	ENST00000518632	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr8_109222491_insertion	chr8:109222491	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr8_109717696_insertion	chr8:109717696	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr8_111688090_insertion	chr8:111688090	insertion	ENSG00000253434	ENST00000524236	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr8_111688114_insertion	chr8:111688114	insertion	ENSG00000253434	ENST00000524236	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr8_113263537_insertion	chr8:113263537	insertion	ENSG00000164796	ENST00000297405	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr8_113971079_insertion	chr8:113971079	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr8_114365402_insertion	chr8:114365402	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr8_114365405_insertion	chr8:114365405	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr8_115476007_insertion	chr8:115476007	insertion	ENSG00000104447	ENST00000395715	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr8_116387573_insertion	chr8:116387573	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr8_116617989_insertion	chr8:116617989	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr8_117214697_insertion	chr8:117214697	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr8_117522610_insertion	chr8:117522610	insertion	ENSG00000164758	ENST00000297347	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.01
chr8_118444550_insertion	chr8:118444550	insertion	ENSG00000177570	ENST00000314727	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr8_119142306_insertion	chr8:119142306	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr8_120199838_insertion	chr8:120199838	insertion	ENSG00000187955	ENST00000297848	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr8_120280919_insertion	chr8:120280919	insertion	ENSG00000187955	ENST00000297848	Transcript	feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr8_120918486_insertion	chr8:120918486	insertion	ENSG00000253619	ENST00000517739	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr8_120920815_insertion	chr8:120920815	insertion	ENSG00000253619	ENST00000517739	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr8_124112620_insertion	chr8:124112620	insertion	ENSG00000214814	ENST00000522917	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr8_124217458_insertion	chr8:124217458	insertion	ENSG00000214803	ENST00000523703	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr8_125860691_insertion	chr8:125860691	insertion	ENSG00000286122	ENST00000651999	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr8_126236712_insertion	chr8:126236712	insertion	ENSG00000245164	ENST00000651482	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr8_126721650_insertion	chr8:126721650	insertion	ENSG00000253438	ENST00000645463	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr8_127868807_insertion	chr8:127868807	insertion	ENSG00000249859	ENST00000651587	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr8_128695774_insertion	chr8:128695774	insertion	ENSG00000229140	ENST00000675388	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr8_128695883_insertion	chr8:128695883	insertion	ENSG00000229140	ENST00000675388	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr8_128695894_insertion	chr8:128695894	insertion	ENSG00000229140	ENST00000675388	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr8_129258285_insertion	chr8:129258285	insertion	ENSG00000229140	ENST00000675388	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr8_129258425_insertion	chr8:129258425	insertion	ENSG00000229140	ENST00000675388	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr8_129947385_insertion	chr8:129947385	insertion	ENSG00000153310	ENST00000694912	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr8_131156042_insertion	chr8:131156042	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr8_131341927_insertion	chr8:131341927	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr8_131365789_insertion	chr8:131365789	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr8_131381075_insertion	chr8:131381075	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr8_131826955_insertion	chr8:131826955	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr8_131967916_insertion	chr8:131967916	insertion	ENSG00000132294	ENST00000254624	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr8_132013970_insertion	chr8:132013970	insertion	ENSG00000132294	ENST00000254624	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=328;STRAND=1
chr8_132013995_insertion	chr8:132013995	insertion	ENSG00000132294	ENST00000254624	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=353;STRAND=1
chr8_132746519_insertion	chr8:132746519	insertion	ENSG00000165071	ENST00000677595	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr8_136226365_insertion	chr8:136226365	insertion	ENSG00000254101	ENST00000650445	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr8_139872768_insertion	chr8:139872768	insertion	ENSG00000167632	ENST00000438773	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr8_140702409_insertion	chr8:140702409	insertion	ENSG00000169398	ENST00000696786	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr8_141871798_insertion	chr8:141871798	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr8_141982695_insertion	chr8:141982695	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr8_142603500_insertion	chr8:142603500	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr8_143070505_insertion	chr8:143070505	insertion	ENSG00000243328	ENST00000485679	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3918;STRAND=-1
chr8_143307168_insertion	chr8:143307168	insertion	ENSG00000184428	ENST00000329245	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2156;STRAND=-1
chr8_143307240_insertion	chr8:143307240	insertion	ENSG00000184428	ENST00000329245	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2084;STRAND=-1
chr8_143711640_insertion	chr8:143711640	insertion	ENSG00000181085	ENST00000338033	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=4709;STRAND=1
chr8_143981635_insertion	chr8:143981635	insertion	ENSG00000178685	ENST00000313028	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.01
chr9_400281_insertion	chr9:400281	insertion	ENSG00000107099	ENST00000432829	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_400311_insertion	chr9:400311	insertion	ENSG00000107099	ENST00000432829	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_876914_insertion	chr9:876914	insertion	ENSG00000137090	ENST00000382276	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_877037_insertion	chr9:877037	insertion	ENSG00000137090	ENST00000382276	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_1631956_insertion	chr9:1631956	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_1919715_insertion	chr9:1919715	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_2326280_insertion	chr9:2326280	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_3780626_insertion	chr9:3780626	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_4814245_insertion	chr9:4814245	insertion	ENSG00000120158	ENST00000381750	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_4814272_insertion	chr9:4814272	insertion	ENSG00000120158	ENST00000381750	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_6120514_insertion	chr9:6120514	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_6729195_insertion	chr9:6729195	insertion	ENSG00000225489	ENST00000451142	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1757;STRAND=1
chr9_7741267_insertion	chr9:7741267	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_8345072_insertion	chr9:8345072	insertion	ENSG00000153707	ENST00000381196	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_8894353_insertion	chr9:8894353	insertion	ENSG00000153707	ENST00000381196	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_8894357_insertion	chr9:8894357	insertion	ENSG00000153707	ENST00000381196	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_8894358_insertion	chr9:8894358	insertion	ENSG00000153707	ENST00000381196	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_10461259_insertion	chr9:10461259	insertion	ENSG00000153707	ENST00000381196	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_10461341_insertion	chr9:10461341	insertion	ENSG00000153707	ENST00000381196	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_10461343_insertion	chr9:10461343	insertion	ENSG00000153707	ENST00000381196	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_10518840_insertion	chr9:10518840	insertion	ENSG00000153707	ENST00000381196	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_10933267_insertion	chr9:10933267	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_11408641_insertion	chr9:11408641	insertion	ENSG00000286474	ENST00000657567	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_13208667_insertion	chr9:13208667	insertion	ENSG00000107186	ENST00000319217	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_13605557_insertion	chr9:13605557	insertion	ENSG00000226197	ENST00000664438	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_14877437_insertion	chr9:14877437	insertion	ENSG00000164946	ENST00000380880	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_16424250_insertion	chr9:16424250	insertion	ENSG00000173068	ENST00000380672	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_16847401_insertion	chr9:16847401	insertion	ENSG00000173068	ENST00000380672	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_17062491_insertion	chr9:17062491	insertion	ENSG00000237153	ENST00000430545	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_18356638_insertion	chr9:18356638	insertion	ENSG00000227167	ENST00000443359	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3959;STRAND=-1
chr9_18406310_insertion	chr9:18406310	insertion	ENSG00000178031	ENST00000680146	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;FLAGS=cds_end_NF;OverlapBP=1;OverlapPC=0.00
chr9_18588906_insertion	chr9:18588906	insertion	ENSG00000178031	ENST00000380548	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_18751845_insertion	chr9:18751845	insertion	ENSG00000178031	ENST00000380548	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_21038366_insertion	chr9:21038366	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_21038383_insertion	chr9:21038383	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_21319722_insertion	chr9:21319722	insertion	ENSG00000226393	ENST00000436840	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1578;STRAND=1
chr9_23704063_insertion	chr9:23704063	insertion	ENSG00000107105	ENST00000397312	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_24337316_insertion	chr9:24337316	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_24908125_insertion	chr9:24908125	insertion	ENSG00000223088	ENST00000411156	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2390;STRAND=1
chr9_24947215_insertion	chr9:24947215	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_24947233_insertion	chr9:24947233	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_25600868_insertion	chr9:25600868	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_25600869_insertion	chr9:25600869	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_29947457_insertion	chr9:29947457	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_30345792_insertion	chr9:30345792	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_30497778_insertion	chr9:30497778	insertion	ENSG00000280683	ENST00000629369	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_33120730_insertion	chr9:33120730	insertion	ENSG00000086062	ENST00000379731	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_33480013_insertion	chr9:33480013	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_34052192_insertion	chr9:34052192	insertion	ENSG00000137073	ENST00000379238	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3305;STRAND=-1
chr9_34824582_insertion	chr9:34824582	insertion	ENSG00000287368	ENST00000658462	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_35224684_insertion	chr9:35224684	insertion	ENSG00000198722	ENST00000635942	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_35245163_insertion	chr9:35245163	insertion	ENSG00000198722	ENST00000635942	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_35999264_insertion	chr9:35999264	insertion	ENSG00000243641	ENST00000424348	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3645;STRAND=-1
chr9_35999304_insertion	chr9:35999304	insertion	ENSG00000243641	ENST00000424348	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3605;STRAND=-1
chr9_36512723_insertion	chr9:36512723	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_38303750_insertion	chr9:38303750	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_38325792_insertion	chr9:38325792	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_39096071_insertion	chr9:39096071	insertion	ENSG00000106714	ENST00000297668	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_40929379_insertion	chr9:40929379	insertion	ENSG00000275377	ENST00000622265	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=287;STRAND=-1
chr9_41025429_insertion	chr9:41025429	insertion	ENSG00000276291	ENST00000617940	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_41084681_insertion	chr9:41084681	insertion	ENSG00000276291	ENST00000617940	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_41106668_insertion	chr9:41106668	insertion	ENSG00000276462	ENST00000655709	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.01
chr9_61218317_insertion	chr9:61218317	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_62876616_insertion	chr9:62876616	insertion	ENSG00000234665	ENST00000662817	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_66188600_insertion	chr9:66188600	insertion	ENSG00000284611	ENST00000641038	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=149;STRAND=1
chr9_66942421_insertion	chr9:66942421	insertion	ENSG00000277350	ENST00000661838	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=299;STRAND=1
chr9_67019556_insertion	chr9:67019556	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_67398265_insertion	chr9:67398265	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_68384246_insertion	chr9:68384246	insertion	ENSG00000154330	ENST00000396396	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
